id	precursor_ion_mz	mz_ratio	intensity
3-Des-Microcystein_LR M+H	981.54	831.306763	65294
3-Des-Microcystein_LR M+H	981.54	832.105469	9727
3-Des-Microcystein_LR M+H	981.54	836.078247	8740
3-Des-Microcystein_LR M+H	981.54	838.518677	26160
3-Des-Microcystein_LR M+H	981.54	839.455811	72006
3-Des-Microcystein_LR M+H	981.54	845.612915	21577
3-Des-Microcystein_LR M+H	981.54	847.433594	196462
3-Des-Microcystein_LR M+H	981.54	848.125854	39637
3-Des-Microcystein_LR M+H	981.54	851.380859	246170
3-Des-Microcystein_LR M+H	981.54	852.370605	276882
3-Des-Microcystein_LR M+H	981.54	853.270508	44216
3-Des-Microcystein_LR M+H	981.54	865.5979	44697
3-Des-Microcystein_LR M+H	981.54	866.295654	111012
3-Des-Microcystein_LR M+H	981.54	868.372192	78023
3-Des-Microcystein_LR M+H	981.54	869.331177	8584
3-Des-Microcystein_LR M+H	981.54	877.137451	30131
3-Des-Microcystein_LR M+H	981.54	883.442261	49241
3-Des-Microcystein_LR M+H	981.54	888.167114	41037
3-Des-Microcystein_LR M+H	981.54	889.282959	24795
3-Des-Microcystein_LR M+H	981.54	892.127808	14925
3-Des-Microcystein_LR M+H	981.54	893.467896	23506
3-Des-Microcystein_LR M+H	981.54	895.607422	13123
3-Des-Microcystein_LR M+H	981.54	899.010132	28633
3-Des-Microcystein_LR M+H	981.54	901.351196	13472
3-Des-Microcystein_LR M+H	981.54	909.424438	244136
3-Des-Microcystein_LR M+H	981.54	910.515381	43770
3-Des-Microcystein_LR M+H	981.54	911.526367	15208
3-Des-Microcystein_LR M+H	981.54	915.217773	28455
3-Des-Microcystein_LR M+H	981.54	919.39624	85829
3-Des-Microcystein_LR M+H	981.54	921.123901	16163
3-Des-Microcystein_LR M+H	981.54	922.205688	37863
3-Des-Microcystein_LR M+H	981.54	925.063721	43395
3-Des-Microcystein_LR M+H	981.54	931.132812	61732
3-Des-Microcystein_LR M+H	981.54	932.351929	136657
3-Des-Microcystein_LR M+H	981.54	933.524048	25202
3-Des-Microcystein_LR M+H	981.54	935.493286	33896
3-Des-Microcystein_LR M+H	981.54	936.552002	103130
3-Des-Microcystein_LR M+H	981.54	937.588623	67605
3-Des-Microcystein_LR M+H	981.54	938.471069	35379
3-Des-Microcystein_LR M+H	981.54	939.61792	77289
3-Des-Microcystein_LR M+H	981.54	946.257812	38584
3-Des-Microcystein_LR M+H	981.54	949.370239	85420
3-Des-Microcystein_LR M+H	981.54	951.551758	29995
3-Des-Microcystein_LR M+H	981.54	953.396606	545281
3-Des-Microcystein_LR M+H	981.54	954.491577	123937
3-Des-Microcystein_LR M+H	981.54	963.686768	261578
3-Des-Microcystein_LR M+H	981.54	964.524658	318164
3-Des-Microcystein_LR M+H	981.54	965.192139	124405
3-Des-Microcystein_LR M+H	981.54	982.221924	27147
Cyclomarin A M+Na	1065.6	804.463196	536.074402
Cyclomarin A M+Na	1065.6	805.463684	354.589386
Cyclomarin A M+Na	1065.6	808.494202	573.04541
Cyclomarin A M+Na	1065.6	809.497559	355.794586
Cyclomarin A M+Na	1065.6	836.490051	14055.360352
Cyclomarin A M+Na	1065.6	837.493042	11476.94043
Cyclomarin A M+Na	1065.6	838.495789	2653.943115
Cyclomarin A M+Na	1065.6	839.498352	524.731995
Piperazimycin A M+H	727.32	101.071495	2703.825928
Piperazimycin A M+H	727.32	138.128326	2721.761963
Piperazimycin A M+H	727.32	159.077103	3980.726074
Piperazimycin A M+H	727.32	187.071762	6316.199219
Piperazimycin A M+H	727.32	195.076736	2079.707031
Piperazimycin A M+H	727.32	213.08754	7329.770996
Piperazimycin A M+H	727.32	275.091583	2324.272949
Piperazimycin A M+H	727.32	295.121826	1875.034058
Piperazimycin A M+H	727.32	312.148224	1646.928955
Piperazimycin A M+H	727.32	329.174774	2066.413086
Piperazimycin A M+H	727.32	330.140717	1717.541016
Piperazimycin A M+H	727.32	334.177094	1235.901978
Piperazimycin A M+H	727.32	348.144409	2197.784912
Piperazimycin A M+H	727.32	352.187897	6451.359863
Piperazimycin A M+H	727.32	376.139038	18751.589844
Piperazimycin A M+H	727.32	377.141968	3487.299072
Piperazimycin A M+H	727.32	378.137299	6390.696777
Piperazimycin A M+H	727.32	394.150543	4368.154785
Piperazimycin A M+H	727.32	396.147583	1373.223022
Piperazimycin A M+H	727.32	440.206055	1369.69397
Piperazimycin A M+H	727.32	451.171478	2016.719971
Piperazimycin A M+H	727.32	453.233429	1467.910034
Piperazimycin A M+H	727.32	498.213318	13745.540039
Piperazimycin A M+H	727.32	499.215454	3999.782959
Piperazimycin A M+H	727.32	500.2117	4824.362793
Piperazimycin A M+H	727.32	541.255737	13768.620117
Piperazimycin A M+H	727.32	542.256592	4684.667969
Piperazimycin A M+H	727.32	543.253479	5321.770996
Piperazimycin A M+H	727.32	544.19635	2217.746094
Piperazimycin A M+H	727.32	544.244629	1556.884033
Piperazimycin A M+H	727.32	559.266052	83951.023438
Piperazimycin A M+H	727.32	560.269043	26023.929688
Piperazimycin A M+H	727.32	561.264221	32687.949219
Piperazimycin A M+H	727.32	562.265808	7188.196777
Piperazimycin A M+H	727.32	681.314087	3048.066895
Piperazimycin A M+H	727.32	682.315735	1450.781006
Piperazimycin A M+H	727.32	683.315125	1501.130981
Piperazimycin A M+H	727.32	691.30304	2154.843994
Piperazimycin A M+H	727.32	699.324585	7801.694824
Piperazimycin A M+H	727.32	700.326416	3214.14502
Piperazimycin A M+H	727.32	701.322815	3355.571045
Piperazimycin A M+H	727.32	709.308716	27651.380859
Piperazimycin A M+H	727.32	710.311951	12088.299805
Piperazimycin A M+H	727.32	711.307495	12600.540039
Piperazimycin A M+H	727.32	712.307922	3732.23999
Piperazimycin A M+H	727.32	727.320129	120044.398438
Piperazimycin A M+H	727.32	728.32312	51075.320312
Piperazimycin A M+H	727.32	729.320129	59167.570312
Piperazimycin A M+H	727.32	730.321899	16759.259766
Piperazimycin A M+H	727.32	731.310486	1674.89502
Actinoquinolone A M+H	404.131	55.055618	1777.008057
Actinoquinolone A M+H	404.131	57.071171	11251.019531
Actinoquinolone A M+H	404.131	60.0457	2416.50708
Actinoquinolone A M+H	404.131	67.055733	2006.850952
Actinoquinolone A M+H	404.131	68.051109	1643.625
Actinoquinolone A M+H	404.131	69.071091	3793.157959
Actinoquinolone A M+H	404.131	70.066864	2954.737061
Actinoquinolone A M+H	404.131	79.055336	11691.94043
Actinoquinolone A M+H	404.131	84.082001	1486.274048
Actinoquinolone A M+H	404.131	85.065689	7266.042969
Actinoquinolone A M+H	404.131	96.081787	81598.492188
Actinoquinolone A M+H	404.131	97.082573	6988.200195
Actinoquinolone A M+H	404.131	102.091972	6284.879883
Actinoquinolone A M+H	404.131	113.108063	31658.5
Actinoquinolone A M+H	404.131	114.092392	76963.226562
Actinoquinolone A M+H	404.131	115.095406	6953.967773
Actinoquinolone A M+H	404.131	116.050163	2747.775879
Actinoquinolone A M+H	404.131	131.118423	10569.129883
Actinoquinolone A M+H	404.131	132.10553	3280.657959
Actinoquinolone A M+H	404.131	144.044907	10024.980469
Actinoquinolone A M+H	404.131	146.060318	1388.500977
Actinoquinolone A M+H	404.131	172.039871	14665.349609
Actinoquinolone A M+H	404.131	173.043427	1856.994995
Actinoquinolone A M+H	404.131	179.1548	10822.540039
Actinoquinolone A M+H	404.131	180.140701	11864.099609
Actinoquinolone A M+H	404.131	181.142761	1792.33606
Actinoquinolone A M+H	404.131	189.066284	18438.640625
Actinoquinolone A M+H	404.131	190.063049	3705.560059
Actinoquinolone A M+H	404.131	197.165588	137938.203125
Actinoquinolone A M+H	404.131	198.156631	45438.640625
Actinoquinolone A M+H	404.131	199.155579	6560.937988
Actinoquinolone A M+H	404.131	213.06665	7299.874023
Actinoquinolone A M+H	404.131	214.069275	1767.01001
Actinoquinolone A M+H	404.131	215.176163	33599.300781
Actinoquinolone A M+H	404.131	216.178406	5645.708008
Actinoquinolone A M+H	404.131	231.077393	40587.03125
Actinoquinolone A M+H	404.131	232.08049	7453.439941
Actinoquinolone A M+H	404.131	266.1297	5921.416016
Actinoquinolone A M+H	404.131	267.115753	9922.740234
Actinoquinolone A M+H	404.131	268.118439	2610.041016
Actinoquinolone A M+H	404.131	273.124664	1936.626953
Actinoquinolone A M+H	404.131	284.140869	94272.546875
Actinoquinolone A M+H	404.131	285.129822	75351.546875
Actinoquinolone A M+H	404.131	286.130066	16361.830078
Actinoquinolone A M+H	404.131	287.131561	2125.470947
Actinoquinolone A M+H	404.131	302.151398	77055.25
Actinoquinolone A M+H	404.131	303.154022	19181.609375
Actinoquinolone A M+H	404.131	304.15567	2595.389893
Actinoquinolone A M+H	404.131	315.135162	2060.940918
Actinoquinolone A M+H	404.131	320.161865	18855.990234
Actinoquinolone A M+H	404.131	321.164673	4475.682129
Actinoquinolone A M+H	404.131	368.198639	61434.429688
Actinoquinolone A M+H	404.131	369.200531	21145.070312
Actinoquinolone A M+H	404.131	370.200775	3554.188965
Actinoquinolone A M+H	404.131	386.209259	52420.398438
Actinoquinolone A M+H	404.131	387.211823	17550.169922
Actinoquinolone A M+H	404.131	388.2146	2706.11499
Actinoquinolone A M+H	404.131	404.21991	20913.5
Actinoquinolone A M+H	404.131	405.222717	7146.454102
Actinoquinolone A M+Na	426.202	168.042282	1531.636963
Actinoquinolone A M+Na	426.202	212.031631	1253.005005
Actinoquinolone A M+Na	426.202	237.158112	16484.630859
Actinoquinolone A M+Na	426.202	238.161118	3055.274902
Actinoquinolone A M+Na	426.202	255.169006	6628.26709
Actinoquinolone A M+Na	426.202	256.171692	1047.362061
Actinoquinolone A M+Na	426.202	408.190674	2849.24707
Actinoquinolone A M+Na	426.202	409.194946	940.379272
Actinoquinolone A M+Na	426.202	426.201569	86692.25
Actinoquinolone A M+Na	426.202	427.204529	28001.019531
Actinoquinolone A M+Na	426.202	428.207703	4487.873047
Desferrioxamine E M+H	601.358	84.081734	11056.969727
Desferrioxamine E M+H	601.358	100.039833	3117.533936
Desferrioxamine E M+H	601.358	102.092087	3149.293945
Desferrioxamine E M+H	601.358	154.086609	3062.091064
Desferrioxamine E M+H	601.358	165.102493	3951.846924
Desferrioxamine E M+H	601.358	166.087082	8772.938477
Desferrioxamine E M+H	601.358	183.113113	8927.036133
Desferrioxamine E M+H	601.358	201.124039	56725.128906
Desferrioxamine E M+H	601.358	202.126816	5900.729004
Desferrioxamine E M+H	601.358	219.134613	2369.906982
Desferrioxamine E M+H	601.358	283.1297	9513.424805
Desferrioxamine E M+H	601.358	301.140503	7328.708984
Desferrioxamine E M+H	601.358	319.235596	1916.901001
Desferrioxamine E M+H	601.358	383.230316	2229.75
Desferrioxamine E M+H	601.358	401.240631	97542.882812
Desferrioxamine E M+H	601.358	402.243988	21828.849609
Desferrioxamine E M+H	601.358	403.246033	3277.48291
Desferrioxamine E M+H	601.358	483.246277	1981.781006
Desferrioxamine E M+H	601.358	601.357117	186817.90625
Desferrioxamine E M+H	601.358	602.360413	73606.578125
Desferrioxamine E M+H	601.358	603.363098	15348.040039
Desferrioxamine E M+H	601.358	604.36499	2223.407959
Desferrioxamine E M+Na	623.339	623.339417	171162.90625
Desferrioxamine E M+Na	623.339	624.342957	58832.011719
Desferrioxamine E M+Na	623.339	625.343933	12577.650391
Marineosin A M+H	410.282	80.050644	20418.660156
Marineosin A M+H	410.282	94.066032	7525.575195
Marineosin A M+H	410.282	95.062317	7259.898926
Marineosin A M+H	410.282	120.081467	7209.056152
Marineosin A M+H	410.282	163.087204	11487.400391
Marineosin A M+H	410.282	190.159775	22142.199219
Marineosin A M+H	410.282	200.143997	15392.860352
Marineosin A M+H	410.282	228.139618	93564.929688
Marineosin A M+H	410.282	229.143219	19682.289062
Marineosin A M+H	410.282	230.191162	649130.375
Marineosin A M+H	410.282	230.331635	31188.650391
Marineosin A M+H	410.282	231.195038	159550.09375
Marineosin A M+H	410.282	232.205383	57179.941406
Marineosin A M+H	410.282	233.210022	11048.790039
Marineosin A M+H	410.282	242.191132	7487.832031
Marineosin A M+H	410.282	246.186386	12875.780273
Marineosin A M+H	410.282	248.201843	7868.105957
Marineosin A M+H	410.282	260.165985	40447.898438
Marineosin A M+H	410.282	261.169281	8802.941406
Marineosin A M+H	410.282	270.186829	143834.40625
Marineosin A M+H	410.282	271.190063	34022.128906
Marineosin A M+H	410.282	286.217865	18034.029297
Marineosin A M+H	410.282	287.220215	9904.041992
Marineosin A M+H	410.282	302.212799	696121.1875
Marineosin A M+H	410.282	303.21637	190860.296875
Marineosin A M+H	410.282	304.219391	22296.490234
Marineosin A M+H	410.282	336.209137	26121.689453
Marineosin A M+H	410.282	337.21405	12496.05957
Marineosin A M+H	410.282	360.244965	12354.959961
Marineosin A M+H	410.282	361.230774	87605.421875
Marineosin A M+H	410.282	362.233917	38573.328125
Marineosin A M+H	410.282	363.237213	6985.323242
Marineosin A M+H	410.282	378.255798	370917.3125
Marineosin A M+H	410.282	379.260223	195731.5
Marineosin A M+H	410.282	380.264038	38310.910156
Marineosin A M+H	410.282	393.260315	7722.803223
Marineosin A M+H	410.282	410.282379	165659.90625
Marineosin A M+H	410.282	411.286835	91412.546875
Marineosin A M+H	410.282	412.289307	20707.630859
Marineosin A M+Na	432.264	92.049057	82.267227
Marineosin A M+Na	432.264	179.083176	134.274094
Marineosin A M+Na	432.264	201.063278	79.228569
Marineosin A M+Na	432.264	230.188278	66.913017
Marineosin A M+Na	432.264	400.240601	95.027481
Marineosin A M+Na	432.264	401.241943	123.130096
Marineosin A M+Na	432.264	432.264069	6152.042969
Marineosin A M+Na	432.264	432.45575	68.356361
Marineosin A M+Na	432.264	433.267731	3262.686035
Marineosin A M+Na	432.264	434.26944	852.840088
Marineosin A M+Na	432.264	435.275146	127.662804
Marineosin B M+H	410.282	200.144012	11356.919922
Marineosin B M+H	410.282	228.139313	88977.90625
Marineosin B M+H	410.282	229.143036	18346.109375
Marineosin B M+H	410.282	230.191315	54938.730469
Marineosin B M+H	410.282	231.194763	13663.969727
Marineosin B M+H	410.282	232.203247	7482.101074
Marineosin B M+H	410.282	260.165802	31226.560547
Marineosin B M+H	410.282	261.168976	7111.123047
Marineosin B M+H	410.282	270.18631	147902
Marineosin B M+H	410.282	271.189911	36585.230469
Marineosin B M+H	410.282	286.217651	15989.759766
Marineosin B M+H	410.282	287.219666	8095.442871
Marineosin B M+H	410.282	302.212616	610875.5
Marineosin B M+H	410.282	302.372314	29367.880859
Marineosin B M+H	410.282	303.216278	171671
Marineosin B M+H	410.282	304.219269	20419.949219
Marineosin B M+H	410.282	336.20874	16546.269531
Marineosin B M+H	410.282	337.214294	7884.958008
Marineosin B M+H	410.282	360.244904	6402.390137
Marineosin B M+H	410.282	361.229828	77138.671875
Marineosin B M+H	410.282	362.233337	31581.910156
Marineosin B M+H	410.282	378.255493	373515.09375
Marineosin B M+H	410.282	379.259796	186558.5
Marineosin B M+H	410.282	380.263702	35594.339844
Marineosin B M+H	410.282	410.282104	31078.470703
Marineosin B M+H	410.282	411.286255	15939.94043
8-Desoxyrifamycin W M+H	640.312	53.039749	335.942688
8-Desoxyrifamycin W M+H	640.312	55.018387	531.334778
8-Desoxyrifamycin W M+H	640.312	55.054607	4876.655762
8-Desoxyrifamycin W M+H	640.312	57.033978	2930.094971
8-Desoxyrifamycin W M+H	640.312	57.069618	832.214722
8-Desoxyrifamycin W M+H	640.312	59.050442	517.799377
8-Desoxyrifamycin W M+H	640.312	65.039108	533.784973
8-Desoxyrifamycin W M+H	640.312	67.054497	8017.495117
8-Desoxyrifamycin W M+H	640.312	68.057854	505.411285
8-Desoxyrifamycin W M+H	640.312	69.033676	3723.659912
8-Desoxyrifamycin W M+H	640.312	69.07	5711.696777
8-Desoxyrifamycin W M+H	640.312	70.073692	413.288513
8-Desoxyrifamycin W M+H	640.312	71.049454	615.913513
8-Desoxyrifamycin W M+H	640.312	77.038696	2507.38208
8-Desoxyrifamycin W M+H	640.312	79.054108	2774.450928
8-Desoxyrifamycin W M+H	640.312	80.05851	275.186798
8-Desoxyrifamycin W M+H	640.312	81.070038	5382.576172
8-Desoxyrifamycin W M+H	640.312	82.073288	455.530609
8-Desoxyrifamycin W M+H	640.312	83.048637	877.774597
8-Desoxyrifamycin W M+H	640.312	83.085381	2076.910889
8-Desoxyrifamycin W M+H	640.312	85.065285	379.128693
8-Desoxyrifamycin W M+H	640.312	87.044525	358.631714
8-Desoxyrifamycin W M+H	640.312	91.054329	5049.539062
8-Desoxyrifamycin W M+H	640.312	92.058884	334.764008
8-Desoxyrifamycin W M+H	640.312	93.069931	8002.216797
8-Desoxyrifamycin W M+H	640.312	94.074013	969.480225
8-Desoxyrifamycin W M+H	640.312	95.049088	1427.427002
8-Desoxyrifamycin W M+H	640.312	95.085518	27504.150391
8-Desoxyrifamycin W M+H	640.312	96.088989	2612.743896
8-Desoxyrifamycin W M+H	640.312	97.06472	2379.754883
8-Desoxyrifamycin W M+H	640.312	97.098099	546.039978
8-Desoxyrifamycin W M+H	640.312	99.08017	825.566223
8-Desoxyrifamycin W M+H	640.312	103.053978	615.792786
8-Desoxyrifamycin W M+H	640.312	105.069679	7538.160156
8-Desoxyrifamycin W M+H	640.312	106.073036	881.226929
8-Desoxyrifamycin W M+H	640.312	107.048912	469.053986
8-Desoxyrifamycin W M+H	640.312	107.085403	7697.839844
8-Desoxyrifamycin W M+H	640.312	108.057343	477.645508
8-Desoxyrifamycin W M+H	640.312	108.087936	857.510376
8-Desoxyrifamycin W M+H	640.312	109.064667	13730.280273
8-Desoxyrifamycin W M+H	640.312	109.099846	8664.063477
8-Desoxyrifamycin W M+H	640.312	109.159935	362.729889
8-Desoxyrifamycin W M+H	640.312	110.067902	1438.365967
8-Desoxyrifamycin W M+H	640.312	110.103241	984.917725
8-Desoxyrifamycin W M+H	640.312	111.080086	12798
8-Desoxyrifamycin W M+H	640.312	111.1791	277.696411
8-Desoxyrifamycin W M+H	640.312	112.083626	1281.509033
8-Desoxyrifamycin W M+H	640.312	113.059654	406.762787
8-Desoxyrifamycin W M+H	640.312	113.09536	1067.496948
8-Desoxyrifamycin W M+H	640.312	115.055832	370.506805
8-Desoxyrifamycin W M+H	640.312	117.069633	1235.680054
8-Desoxyrifamycin W M+H	640.312	119.085068	5662.451172
8-Desoxyrifamycin W M+H	640.312	120.08847	666.160706
8-Desoxyrifamycin W M+H	640.312	121.064705	4916.262207
8-Desoxyrifamycin W M+H	640.312	121.100395	8272.012695
8-Desoxyrifamycin W M+H	640.312	122.069244	851.293579
8-Desoxyrifamycin W M+H	640.312	122.103706	1025.220947
8-Desoxyrifamycin W M+H	640.312	123.080109	15432.990234
8-Desoxyrifamycin W M+H	640.312	123.11364	4214.585938
8-Desoxyrifamycin W M+H	640.312	123.182159	315.435394
8-Desoxyrifamycin W M+H	640.312	124.083534	1795.68396
8-Desoxyrifamycin W M+H	640.312	124.115295	530.84021
8-Desoxyrifamycin W M+H	640.312	125.094765	1226.671997
8-Desoxyrifamycin W M+H	640.312	128.062027	597.535583
8-Desoxyrifamycin W M+H	640.312	129.078705	676.883423
8-Desoxyrifamycin W M+H	640.312	130.076675	943.743225
8-Desoxyrifamycin W M+H	640.312	131.084732	1567.71106
8-Desoxyrifamycin W M+H	640.312	132.089188	283.28479
8-Desoxyrifamycin W M+H	640.312	133.064453	1490.168945
8-Desoxyrifamycin W M+H	640.312	133.100418	5414.349121
8-Desoxyrifamycin W M+H	640.312	134.065506	368.7211
8-Desoxyrifamycin W M+H	640.312	134.103775	765.465271
8-Desoxyrifamycin W M+H	640.312	135.080322	3877.89502
8-Desoxyrifamycin W M+H	640.312	135.114716	2457.148926
8-Desoxyrifamycin W M+H	640.312	136.082687	736.868591
8-Desoxyrifamycin W M+H	640.312	136.116577	344.225494
8-Desoxyrifamycin W M+H	640.312	137.059494	395.347687
8-Desoxyrifamycin W M+H	640.312	137.095352	2611.168945
8-Desoxyrifamycin W M+H	640.312	138.096298	529.197205
8-Desoxyrifamycin W M+H	640.312	139.074631	375.009003
8-Desoxyrifamycin W M+H	640.312	139.110367	1379.527954
8-Desoxyrifamycin W M+H	640.312	142.077835	610.508728
8-Desoxyrifamycin W M+H	640.312	143.084915	1421.915039
8-Desoxyrifamycin W M+H	640.312	144.089615	513.057922
8-Desoxyrifamycin W M+H	640.312	145.100174	5319.229004
8-Desoxyrifamycin W M+H	640.312	146.071808	440.426605
8-Desoxyrifamycin W M+H	640.312	146.103836	799.000122
8-Desoxyrifamycin W M+H	640.312	147.080338	1105.27002
8-Desoxyrifamycin W M+H	640.312	147.115448	2164.456055
8-Desoxyrifamycin W M+H	640.312	148.084244	355.640289
8-Desoxyrifamycin W M+H	640.312	148.118164	430.084991
8-Desoxyrifamycin W M+H	640.312	149.058487	581.150085
8-Desoxyrifamycin W M+H	640.312	149.095016	2400.376953
8-Desoxyrifamycin W M+H	640.312	149.13002	1569.208008
8-Desoxyrifamycin W M+H	640.312	150.098114	450.683899
8-Desoxyrifamycin W M+H	640.312	151.074692	13140.759766
8-Desoxyrifamycin W M+H	640.312	152.078094	1847.060059
8-Desoxyrifamycin W M+H	640.312	153.084747	357.618713
8-Desoxyrifamycin W M+H	640.312	155.087921	490.555786
8-Desoxyrifamycin W M+H	640.312	156.093292	511.72049
8-Desoxyrifamycin W M+H	640.312	157.100449	1807.629028
8-Desoxyrifamycin W M+H	640.312	158.072861	420.002808
8-Desoxyrifamycin W M+H	640.312	158.105576	563.670471
8-Desoxyrifamycin W M+H	640.312	159.079483	818.040283
8-Desoxyrifamycin W M+H	640.312	159.115387	1983.730957
8-Desoxyrifamycin W M+H	640.312	160.087326	489.963715
8-Desoxyrifamycin W M+H	640.312	160.119141	506.234009
8-Desoxyrifamycin W M+H	640.312	161.095764	4259.217773
8-Desoxyrifamycin W M+H	640.312	161.128342	1508.890015
8-Desoxyrifamycin W M+H	640.312	162.098663	799.140991
8-Desoxyrifamycin W M+H	640.312	162.133392	276.50061
8-Desoxyrifamycin W M+H	640.312	163.110825	4503.917969
8-Desoxyrifamycin W M+H	640.312	164.113998	705.422791
8-Desoxyrifamycin W M+H	640.312	165.089172	293.25589
8-Desoxyrifamycin W M+H	640.312	167.104965	580.355713
8-Desoxyrifamycin W M+H	640.312	169.100128	462.439697
8-Desoxyrifamycin W M+H	640.312	170.107941	903.020996
8-Desoxyrifamycin W M+H	640.312	171.115204	1030.514038
8-Desoxyrifamycin W M+H	640.312	172.086258	430.518707
8-Desoxyrifamycin W M+H	640.312	172.119247	354.805389
8-Desoxyrifamycin W M+H	640.312	173.095245	2376.804932
8-Desoxyrifamycin W M+H	640.312	173.128952	1728.267944
8-Desoxyrifamycin W M+H	640.312	174.101013	963.699219
8-Desoxyrifamycin W M+H	640.312	174.131454	445.996399
8-Desoxyrifamycin W M+H	640.312	175.111069	2014.310059
8-Desoxyrifamycin W M+H	640.312	175.14621	1813.196045
8-Desoxyrifamycin W M+H	640.312	176.112701	414.9151
8-Desoxyrifamycin W M+H	640.312	176.148376	438.8172
8-Desoxyrifamycin W M+H	640.312	177.090286	802.874573
8-Desoxyrifamycin W M+H	640.312	177.124634	933.168579
8-Desoxyrifamycin W M+H	640.312	179.106506	1908.115967
8-Desoxyrifamycin W M+H	640.312	180.1082	393.018097
8-Desoxyrifamycin W M+H	640.312	183.115005	450.895996
8-Desoxyrifamycin W M+H	640.312	185.130539	1031.892944
8-Desoxyrifamycin W M+H	640.312	186.102844	451.395386
8-Desoxyrifamycin W M+H	640.312	186.132996	284.084412
8-Desoxyrifamycin W M+H	640.312	187.110733	777.889587
8-Desoxyrifamycin W M+H	640.312	187.143768	475.343201
8-Desoxyrifamycin W M+H	640.312	188.118347	306.094788
8-Desoxyrifamycin W M+H	640.312	189.127899	804.669678
8-Desoxyrifamycin W M+H	640.312	191.106033	1779.322998
8-Desoxyrifamycin W M+H	640.312	192.108536	336.223602
8-Desoxyrifamycin W M+H	640.312	195.120316	402.977905
8-Desoxyrifamycin W M+H	640.312	199.109467	302.906006
8-Desoxyrifamycin W M+H	640.312	201.12706	768.107483
8-Desoxyrifamycin W M+H	640.312	203.142181	1150.657959
8-Desoxyrifamycin W M+H	640.312	209.11792	316.325287
8-Desoxyrifamycin W M+H	640.312	210.137589	316.03299
8-Desoxyrifamycin W M+H	640.312	213.126266	745.25647
8-Desoxyrifamycin W M+H	640.312	215.14064	398.124695
8-Desoxyrifamycin W M+H	640.312	215.174042	285.997986
8-Desoxyrifamycin W M+H	640.312	217.049438	539.064819
8-Desoxyrifamycin W M+H	640.312	220.058884	456.674591
8-Desoxyrifamycin W M+H	640.312	225.162033	404.670105
8-Desoxyrifamycin W M+H	640.312	228.027695	309.571014
8-Desoxyrifamycin W M+H	640.312	228.062286	360.336792
8-Desoxyrifamycin W M+H	640.312	229.061966	396.577789
8-Desoxyrifamycin W M+H	640.312	231.032028	1101.218018
8-Desoxyrifamycin W M+H	640.312	231.137604	541.852112
8-Desoxyrifamycin W M+H	640.312	232.059448	2385.423096
8-Desoxyrifamycin W M+H	640.312	233.061966	418.414215
8-Desoxyrifamycin W M+H	640.312	241.065277	320.324005
8-Desoxyrifamycin W M+H	640.312	242.079727	560.644775
8-Desoxyrifamycin W M+H	640.312	243.071304	519.659973
8-Desoxyrifamycin W M+H	640.312	243.173767	617.077576
8-Desoxyrifamycin W M+H	640.312	244.064438	677.942078
8-Desoxyrifamycin W M+H	640.312	245.067459	626.074524
8-Desoxyrifamycin W M+H	640.312	246.039352	26871.960938
8-Desoxyrifamycin W M+H	640.312	247.043015	4596.081055
8-Desoxyrifamycin W M+H	640.312	248.049835	949.131592
8-Desoxyrifamycin W M+H	640.312	253.076599	291.38501
8-Desoxyrifamycin W M+H	640.312	253.156479	283.042908
8-Desoxyrifamycin W M+H	640.312	254.08165	393.807312
8-Desoxyrifamycin W M+H	640.312	255.074799	757.21698
8-Desoxyrifamycin W M+H	640.312	256.068756	821.383972
8-Desoxyrifamycin W M+H	640.312	257.079468	3466.643066
8-Desoxyrifamycin W M+H	640.312	258.077728	2930.25708
8-Desoxyrifamycin W M+H	640.312	259.075958	1108.704956
8-Desoxyrifamycin W M+H	640.312	260.079773	303.277191
8-Desoxyrifamycin W M+H	640.312	268.07959	306.691986
8-Desoxyrifamycin W M+H	640.312	269.085632	309.127197
8-Desoxyrifamycin W M+H	640.312	270.078857	983.742126
8-Desoxyrifamycin W M+H	640.312	271.083069	1632.894043
8-Desoxyrifamycin W M+H	640.312	271.168243	660.274902
8-Desoxyrifamycin W M+H	640.312	272.089661	2327.306885
8-Desoxyrifamycin W M+H	640.312	273.077393	611.15863
8-Desoxyrifamycin W M+H	640.312	274.071045	4258.768066
8-Desoxyrifamycin W M+H	640.312	275.073792	1150.146973
8-Desoxyrifamycin W M+H	640.312	276.083801	493.689514
8-Desoxyrifamycin W M+H	640.312	280.097656	565.692078
8-Desoxyrifamycin W M+H	640.312	281.084717	593.272278
8-Desoxyrifamycin W M+H	640.312	282.081085	427.644592
8-Desoxyrifamycin W M+H	640.312	283.087189	971.812317
8-Desoxyrifamycin W M+H	640.312	284.091156	675.832825
8-Desoxyrifamycin W M+H	640.312	285.093628	300.305786
8-Desoxyrifamycin W M+H	640.312	286.088013	469
8-Desoxyrifamycin W M+H	640.312	288.087219	530.337708
8-Desoxyrifamycin W M+H	640.312	289.179596	435.109192
8-Desoxyrifamycin W M+H	640.312	295.090179	442.350891
8-Desoxyrifamycin W M+H	640.312	296.091827	762.882812
8-Desoxyrifamycin W M+H	640.312	297.094086	336.81781
8-Desoxyrifamycin W M+H	640.312	298.106476	2367.150879
8-Desoxyrifamycin W M+H	640.312	299.098206	1115.259033
8-Desoxyrifamycin W M+H	640.312	300.092682	418.631195
